First letter of your name;Date;hour;Price;Load;RES;EUA;NG
F;20150625;17;175.22;20100;16252;7.57;2.50
F;20150625;18;174.14;19700;15994;7.57;2.50
F;20150625;19;181.75;19425;15822;7.57;2.50
F;20150625;20;193.5;19575;16058;7.57;2.50
F;20150625;21;190.33;19675;16188;7.57;2.50
F;20150625;22;181.28;19750;16250;7.57;2.50
F;20150625;23;161.62;18800;15307;7.57;2.50
F;20150625;24;152.44;17225;13710;7.57;2.50
F;20150626;1;143.4;15825;12281;7.52;2.48
F;20150626;2;139.15;15088;11493;7.52;2.48
F;20150626;3;133.62;14688;11051;7.52;2.48
F;20150626;4;132.09;14500;10845;7.52;2.48
F;20150626;5;130.5;14050;10413;7.52;2.48
F;20150626;6;132.49;14400;10848;7.52;2.48
F;20150626;7;153.06;16650;13168;7.52;2.48
F;20150626;8;173.64;18725;15263;7.52;2.48
F;20150626;9;199.95;19725;16266;7.52;2.48
F;20150626;10;199.95;20050;16563;7.52;2.48
F;20150626;11;197.8;20075;16516;7.52;2.48
F;20150626;12;201.41;20400;16739;7.52;2.48
F;20150626;13;201.56;20575;16835;7.52;2.48
F;20150626;14;199.73;20500;16691;7.52;2.48
F;20150626;15;197;20200;16348;7.52;2.48
F;20150626;16;182.04;20125;16256;7.52;2.48
F;20150626;17;172.98;19800;15963;7.52;2.48
F;20150626;18;170.41;19425;15681;7.52;2.48
F;20150626;19;169.46;19125;15476;7.52;2.48
F;20150626;20;172.87;19100;15525;7.52;2.48
F;20150626;21;172.89;19175;15643;7.52;2.48
F;20150626;22;167.53;19175;15660;7.52;2.48
F;20150626;23;157.8;18250;14803;7.52;2.48
F;20150626;24;152.42;16775;13329;7.52;2.48
F;20150627;1;145.04;15425;12038;7.52;2.48
F;20150627;2;139.27;14675;11311;7.52;2.48
F;20150627;3;139.17;14300;10948;7.52;2.48
F;20150627;4;135.56;14050;10705;7.52;2.48
F;20150627;5;132.34;13488;10169;7.52;2.48
F;20150627;6;132.34;13263;9982;7.52;2.48
F;20150627;7;139.15;14275;10960;7.52;2.48
F;20150627;8;149.97;15775;12465;7.52;2.48
F;20150627;9;160.94;17050;13719;7.52;2.48
F;20150627;10;175.51;17888;14559;7.52;2.48
F;20150627;11;178.27;18313;14978;7.52;2.48
F;20150627;12;179.53;18475;15118;7.52;2.48
F;20150627;13;178.21;18338;14962;7.52;2.48
F;20150627;14;176.77;18125;14736;7.52;2.48
F;20150627;15;173.41;17588;14197;7.52;2.48
F;20150627;16;164.67;17200;13814;7.52;2.48
F;20150627;17;159.99;16788;13404;7.52;2.48
F;20150627;18;154.4;16575;13192;7.52;2.48
F;20150627;19;152.92;16525;13122;7.52;2.48
F;20150627;20;153.07;16438;13002;7.52;2.48
F;20150627;21;152.9;16338;12861;7.52;2.48
F;20150627;22;153.2;16550;13045;7.52;2.48
F;20150627;23;149.97;16188;12645;7.52;2.48
F;20150627;24;139.23;15063;11477;7.52;2.48
F;20150628;1;139.76;14113;10806;7.52;2.48
F;20150628;2;135.07;13400;10102;7.52;2.48
F;20150628;3;132.95;12950;9649;7.52;2.48
F;20150628;4;131.99;12675;9366;7.52;2.48
F;20150628;5;120;12000;8699;7.52;2.48
F;20150628;6;114.27;11775;8494;7.52;2.48
F;20150628;7;125.22;12400;9108;7.52;2.48
F;20150628;8;134.48;13350;10032;7.52;2.48
F;20150628;9;139.16;14325;11016;7.52;2.48
F;20150628;10;142.36;15275;11951;7.52;2.48
F;20150628;11;147.74;15950;12611;7.52;2.48
F;20150628;12;151.16;16175;12819;7.52;2.48
F;20150628;13;147.28;16200;12818;7.52;2.48
F;20150628;14;147.06;16150;12756;7.52;2.48
F;20150628;15;146.52;15825;12414;7.52;2.48
F;20150628;16;139.77;15400;11976;7.52;2.48
F;20150628;17;139.74;15225;11786;7.52;2.48
F;20150628;18;139.75;15200;11742;7.52;2.48
F;20150628;19;139.76;15300;11833;7.52;2.48
F;20150628;20;145.01;15575;12090;7.52;2.48
F;20150628;21;147.29;15725;12249;7.52;2.48
F;20150628;22;152.61;16100;12650;7.52;2.48
F;20150628;23;152.57;15950;12517;7.52;2.48
F;20150628;24;139.75;14675;11261;7.52;2.48
F;20150629;1;132.31;13600;10188;7.36;2.49
F;20150629;2;131.8;13025;9629;7.36;2.49
F;20150629;3;128.14;12800;9414;7.36;2.49
F;20150629;4;125.21;12725;9352;7.36;2.49
F;20150629;5;113.57;12400;9041;7.36;2.49
F;20150629;6;130.28;13050;9706;7.36;2.49
F;20150629;7;147.06;15575;12185;7.36;2.49
F;20150629;8;164.16;17925;14419;7.36;2.49
F;20150629;9;191.83;19175;15670;7.36;2.49
F;20150629;10;203.26;19800;16299;7.36;2.49
F;20150629;11;200.01;19925;16424;7.36;2.49
F;20150629;12;207.55;20325;16818;7.36;2.49
F;20150629;13;206.11;20475;16956;7.36;2.49
F;20150629;14;206.31;20325;16803;7.36;2.49
F;20150629;15;202.62;20000;16449;7.36;2.49
F;20150629;16;197.82;19875;16301;7.36;2.49
F;20150629;17;178.09;19575;16002;7.36;2.49
F;20150629;18;173.31;19225;15669;7.36;2.49
F;20150629;19;174.7;19175;15663;7.36;2.49
F;20150629;20;183.38;19275;15778;7.36;2.49
F;20150629;21;184.83;19375;15887;7.36;2.49
F;20150629;22;172.5;19175;15682;7.36;2.49
F;20150629;23;160.09;18150;14710;7.36;2.49
F;20150629;24;147.27;16725;13311;7.36;2.49
F;20150630;1;141.97;15788;12293;7.44;2.50
F;20150630;2;139.4;15200;11713;7.44;2.50
F;20150630;3;137.01;14825;11339;7.44;2.50
F;20150630;4;131.98;14750;11267;7.44;2.50
F;20150630;5;125.29;14425;10976;7.44;2.50
F;20150630;6;137.08;14675;11290;7.44;2.50
F;20150630;7;148.86;16750;13378;7.44;2.50
F;20150630;8;166.41;18975;15558;7.44;2.50
F;20150630;9;189.39;20075;16650;7.44;2.50
F;20150630;10;205.72;20475;17041;7.44;2.50
F;20150630;11;199.97;20650;17187;7.44;2.50
F;20150630;12;209.37;20975;17465;7.44;2.50
F;20150630;13;209.85;21150;17595;7.44;2.50
F;20150630;14;209.45;21125;17527;7.44;2.50
F;20150630;15;197.24;20800;17168;7.44;2.50
F;20150630;16;183.61;20575;16922;7.44;2.50
F;20150630;17;174.64;20200;16540;7.44;2.50
F;20150630;18;164.45;19850;16217;7.44;2.50
F;20150630;19;171.54;19625;16024;7.44;2.50
F;20150630;20;178.78;19700;16124;7.44;2.50
F;20150630;21;178.42;19775;16198;7.44;2.50
F;20150630;22;169.97;19750;16170;7.44;2.50
F;20150630;23;160.14;18950;15388;7.44;2.50
F;20150630;24;149.23;17375;13805;7.44;2.50
G;20150701;1;139.61;15900;12595;7.47;2.50
G;20150701;2;134.8;15175;11880;7.47;2.50
G;20150701;3;132.52;14750;11438;7.47;2.50
G;20150701;4;131.9;14650;11330;7.47;2.50
G;20150701;5;129.55;14325;11026;7.47;2.50
G;20150701;6;132.98;14550;11314;7.47;2.50
G;20150701;7;151.36;16750;13558;7.47;2.50
G;20150701;8;161.7;18925;15708;7.47;2.50
G;20150701;9;191.53;20150;16926;7.47;2.50
G;20150701;10;210.95;20575;17335;7.47;2.50
G;20150701;11;211.33;20750;17494;7.47;2.50
G;20150701;12;214.69;21075;17782;7.47;2.50
G;20150701;13;215.01;21250;17913;7.47;2.50
G;20150701;14;215.92;21175;17780;7.47;2.50
G;20150701;15;210.13;20825;17356;7.47;2.50
G;20150701;16;190.7;20550;16998;7.47;2.50
G;20150701;17;178.82;20225;16583;7.47;2.50
G;20150701;18;167;19800;16081;7.47;2.50
G;20150701;19;163.93;19700;15914;7.47;2.50
G;20150701;20;168.02;19800;15936;7.47;2.50
G;20150701;21;161.84;19800;15839;7.47;2.50
G;20150701;22;154.88;19850;15793;7.47;2.50
G;20150701;23;154.12;18975;14899;7.47;2.50
G;20150701;24;139.44;17325;13249;7.47;2.50
G;20150702;1;134.36;16050;12241;7.43;2.52
G;20150702;2;129.24;15325;11553;7.43;2.52
G;20150702;3;124.99;14925;11156;7.43;2.52
G;20150702;4;124.98;14750;10990;7.43;2.52
G;20150702;5;104.96;14350;10659;7.43;2.52
G;20150702;6;125.17;14625;11089;7.43;2.52
G;20150702;7;143.8;16825;13425;7.43;2.52
G;20150702;8;165.37;18925;15577;7.43;2.52
G;20150702;9;209.01;20175;16834;7.43;2.52
G;20150702;10;211.95;20725;17371;7.43;2.52
G;20150702;11;212;20850;17452;7.43;2.52
G;20150702;12;216.71;21200;17747;7.43;2.52
G;20150702;13;215.58;21300;17809;7.43;2.52
G;20150702;14;218;21225;17712;7.43;2.52
G;20150702;15;213.32;20900;17374;7.43;2.52
G;20150702;16;210.37;20675;17131;7.43;2.52
G;20150702;17;201.21;20375;16804;7.43;2.52
G;20150702;18;178.61;19925;16349;7.43;2.52
G;20150702;19;172.72;19725;16113;7.43;2.52
G;20150702;20;177.21;19825;16157;7.43;2.52
G;20150702;21;176.83;19925;16160;7.43;2.52
G;20150702;22;168.29;19900;16033;7.43;2.52
G;20150702;23;153.17;19025;15125;7.43;2.52
G;20150702;24;139.01;17525;13619;7.43;2.52
G;20150703;1;134.05;16075;12199;7.43;2.51
G;20150703;2;119.64;15325;11489;7.43;2.51
G;20150703;3;112.76;14925;11078;7.43;2.51
G;20150703;4;110.16;14750;10883;7.43;2.51
G;20150703;5;106.8;14350;10535;7.43;2.51
G;20150703;6;119.26;14650;10996;7.43;2.51
G;20150703;7;152.01;16925;13427;7.43;2.51
G;20150703;8;170.73;19025;15568;7.43;2.51
G;20150703;9;210.07;20275;16842;7.43;2.51
G;20150703;10;211.25;21050;17615;7.43;2.51
G;20150703;11;214.06;21200;17734;7.43;2.51
G;20150703;12;218.99;21400;17890;7.43;2.51
G;20150703;13;220.31;21500;17965;7.43;2.51
G;20150703;14;220.1;21375;17833;7.43;2.51
G;20150703;15;215.86;21100;17554;7.43;2.51
G;20150703;16;212.46;20800;17260;7.43;2.51
G;20150703;17;209.7;20475;16960;7.43;2.51
G;20150703;18;191.43;20075;16603;7.43;2.51
G;20150703;19;204.39;19800;16337;7.43;2.51
G;20150703;20;205.2;19825;16332;7.43;2.51
G;20150703;21;197.21;19925;16341;7.43;2.51
G;20150703;22;184;19925;16198;7.43;2.51
G;20150703;23;172.41;19050;15252;7.43;2.51
G;20150703;24;151.09;17525;13658;7.43;2.51
G;20150704;1;140.37;16100;12100;7.43;2.51
G;20150704;2;139.37;15325;11337;7.43;2.51
G;20150704;3;138.31;14925;10942;7.43;2.51
G;20150704;4;135.36;14650;10705;7.43;2.51
G;20150704;5;134.74;14075;10221;7.43;2.51
G;20150704;6;134.73;13750;10071;7.43;2.51
G;20150704;7;139.36;14800;11285;7.43;2.51
G;20150704;8;154.25;16500;13105;7.43;2.51
G;20150704;9;175.17;17900;14573;7.43;2.51
G;20150704;10;204.99;18875;15591;7.43;2.51
G;20150704;11;224.49;19400;16139;7.43;2.51
G;20150704;12;238.2;19625;16341;7.43;2.51
G;20150704;13;230.45;19525;16224;7.43;2.51
G;20150704;14;206.19;19250;15970;7.43;2.51
G;20150704;15;190.86;18600;15377;7.43;2.51
G;20150704;16;177.6;18275;15101;7.43;2.51
G;20150704;17;174.08;17975;14810;7.43;2.51
G;20150704;18;175.3;17700;14537;7.43;2.51
G;20150704;19;174.58;17575;14389;7.43;2.51
G;20150704;20;176.5;17550;14343;7.43;2.51
G;20150704;21;174.48;17450;14199;7.43;2.51
G;20150704;22;175.8;17575;14276;7.43;2.51
G;20150704;23;173.06;16925;13555;7.43;2.51
G;20150704;24;151.64;15700;12314;7.43;2.51
G;20150705;1;139.48;14650;11844;7.43;2.51
G;20150705;2;136.04;13900;11137;7.43;2.51
G;20150705;3;133.95;13425;10692;7.43;2.51
G;20150705;4;133.6;13075;10369;7.43;2.51
G;20150705;5;132.84;12450;9779;7.43;2.51
G;20150705;6;125.56;12175;9539;7.43;2.51
G;20150705;7;133.6;12725;10114;7.43;2.51
G;20150705;8;138.22;13725;11101;7.43;2.51
G;20150705;9;143.79;14800;12190;7.43;2.51
G;20150705;10;153.07;15700;13103;7.43;2.51
G;20150705;11;172.4;16325;13720;7.43;2.51
G;20150705;12;173.76;16700;14091;7.43;2.51
G;20150705;13;173.88;16800;14177;7.43;2.51
G;20150705;14;173.04;16675;14038;7.43;2.51
G;20150705;15;169.55;16325;13675;7.43;2.51
G;20150705;16;153.63;16100;13438;7.43;2.51
G;20150705;17;152.2;15925;13251;7.43;2.51
G;20150705;18;152.18;15825;13123;7.43;2.51
G;20150705;19;152.21;15825;13080;7.43;2.51
G;20150705;20;152.23;16000;13176;7.43;2.51
G;20150705;21;153.19;16125;13212;7.43;2.51
G;20150705;22;156.92;16525;13518;7.43;2.51
G;20150705;23;152.11;16375;13231;7.43;2.51
G;20150705;24;139.25;15125;11891;7.43;2.51
G;20150706;1;133.55;14125;10896;7.36;2.53
G;20150706;2;115.15;13625;10324;7.36;2.53
G;20150706;3;111.37;13400;10060;7.36;2.53
G;20150706;4;108.19;13275;9917;7.36;2.53
G;20150706;5;107.11;13050;9690;7.36;2.53
G;20150706;6;129.91;13550;10233;7.36;2.53
G;20150706;7;152.25;16100;12713;7.36;2.53
G;20150706;8;158.35;18600;15023;7.36;2.53
G;20150706;9;189.3;20050;16405;7.36;2.53
G;20150706;10;209.7;20950;17203;7.36;2.53
G;20150706;11;188.42;21350;17409;7.36;2.53
G;20150706;12;188.92;21700;17541;7.36;2.53
G;20150706;13;185.56;21875;17466;7.36;2.53
G;20150706;14;183.51;21800;17142;7.36;2.53
G;20150706;15;174.22;21400;16601;7.36;2.53
G;20150706;16;162.13;21225;16403;7.36;2.53
G;20150706;17;150.74;20800;16029;7.36;2.53
G;20150706;18;165.04;20375;15746;7.36;2.53
G;20150706;19;161.9;20050;15615;7.36;2.53
G;20150706;20;169.97;20100;15821;7.36;2.53
G;20150706;21;175.93;20125;15980;7.36;2.53
G;20150706;22;173.65;20100;16051;7.36;2.53
G;20150706;23;158.37;19325;15399;7.36;2.53
G;20150706;24;150;17825;14041;7.36;2.53
G;20150707;1;143.82;16300;12598;7.44;2.51
G;20150707;2;137.27;15500;11866;7.44;2.51
G;20150707;3;133.57;15100;11531;7.44;2.51
G;20150707;4;130.7;14875;11361;7.44;2.51
G;20150707;5;125.49;14500;11036;7.44;2.51
G;20150707;6;134.34;14825;11415;7.44;2.51
G;20150707;7;152.5;16950;13559;7.44;2.51
G;20150707;8;169.99;19150;15703;7.44;2.51
G;20150707;9;206.57;20425;16906;7.44;2.51
G;20150707;10;210.68;21025;17412;7.44;2.51
G;20150707;11;213.84;21375;17669;7.44;2.51
G;20150707;12;218.76;21725;17986;7.44;2.51
G;20150707;13;225.43;21900;18214;7.44;2.51
G;20150707;14;230.1;21825;18239;7.44;2.51
G;20150707;15;218.09;21325;17825;7.44;2.51
G;20150707;16;212.68;21025;17592;7.44;2.51
G;20150707;17;212.31;20700;17341;7.44;2.51
G;20150707;18;210.57;20350;17079;7.44;2.51
G;20150707;19;209.71;20100;16885;7.44;2.51
G;20150707;20;210.82;20075;16875;7.44;2.51
G;20150707;21;211.17;20000;16721;7.44;2.51
G;20150707;22;210.04;20050;16555;7.44;2.51
G;20150707;23;169.55;19250;15490;7.44;2.51
G;20150707;24;152.31;17800;13868;7.44;2.51
G;20150708;1;134.79;16350;12555;7.47;2.51
G;20150708;2;123.67;15500;11528;7.47;2.51
G;20150708;3;116.12;15100;11057;7.47;2.51
G;20150708;4;107.2;14875;10834;7.47;2.51
G;20150708;5;105;14500;10507;7.47;2.51
G;20150708;6;112.98;14825;10956;7.47;2.51
G;20150708;7;139.34;16950;13082;7.47;2.51
G;20150708;8;149.99;19150;15055;7.47;2.51
G;20150708;9;169.81;20450;16098;7.47;2.51
G;20150708;10;184.46;21125;16565;7.47;2.51
G;20150708;11;189.94;21450;16687;7.47;2.51
G;20150708;12;199.87;21725;16860;7.47;2.51
G;20150708;13;204;21925;17086;7.47;2.51
G;20150708;14;202.63;21975;17234;7.47;2.51
G;20150708;15;195.85;21425;16831;7.47;2.51
G;20150708;16;176.17;21125;16672;7.47;2.51
G;20150708;17;172.08;20800;16439;7.47;2.51
G;20150708;18;162.06;20425;16123;7.47;2.51
G;20150708;19;157.79;20100;15837;7.47;2.51
G;20150708;20;159.34;20075;15886;7.47;2.51
G;20150708;21;159.51;20000;15931;7.47;2.51
G;20150708;22;159.79;20050;16088;7.47;2.51
G;20150708;23;152.28;19250;15291;7.47;2.51
G;20150708;24;139.49;17800;13757;7.47;2.51
G;20150709;1;138.97;16225;11849;7.45;2.44
G;20150709;2;116.17;15300;10791;7.45;2.44
G;20150709;3;105.95;14875;10242;7.45;2.44
G;20150709;4;103.87;14775;10055;7.45;2.44
G;20150709;5;98.41;14325;9533;7.45;2.44
G;20150709;6;99.39;14625;9773;7.45;2.44
G;20150709;7;138.96;16725;11796;7.45;2.44
G;20150709;8;141.45;18900;13806;7.45;2.44
G;20150709;9;164.62;20175;14966;7.45;2.44
G;20150709;10;174.65;20875;15558;7.45;2.44
G;20150709;11;185.43;21100;15646;7.45;2.44
G;20150709;12;193.67;21400;15781;7.45;2.44
G;20150709;13;193.2;21500;15718;7.45;2.44
G;20150709;14;193.4;21425;15502;7.45;2.44
G;20150709;15;185.14;21025;14995;7.45;2.44
G;20150709;16;170.88;20775;14680;7.45;2.44
G;20150709;17;161.59;20400;14295;7.45;2.44
G;20150709;18;144.99;19975;13887;7.45;2.44
G;20150709;19;139.85;19725;13695;7.45;2.44
G;20150709;20;141.65;19775;13796;7.45;2.44
G;20150709;21;144.61;19700;13765;7.45;2.44
G;20150709;22;145.35;19750;13829;7.45;2.44
G;20150709;23;144.04;19000;13081;7.45;2.44
G;20150709;24;125.06;17525;11538;7.45;2.44
G;20150710;1;127.27;16050;10069;7.58;2.43
G;20150710;2;109.32;15175;9116;7.58;2.43
G;20150710;3;105.48;14750;8656;7.58;2.43
G;20150710;4;98.84;14675;8577;7.58;2.43
G;20150710;5;98.7;14225;8106;7.58;2.43
G;20150710;6;102.03;14550;8376;7.58;2.43
G;20150710;7;135.08;16550;10284;7.58;2.43
G;20150710;8;139.78;18750;12333;7.58;2.43
G;20150710;9;158.96;20050;13547;7.58;2.43
G;20150710;10;171.77;20700;14192;7.58;2.43
G;20150710;11;178.03;20950;14448;7.58;2.43
G;20150710;12;192.38;21300;14784;7.58;2.43
G;20150710;13;192.46;21375;14845;7.58;2.43
G;20150710;14;193.41;21350;14817;7.58;2.43
G;20150710;15;185.58;20875;14366;7.58;2.43
G;20150710;16;170.26;20625;14201;7.58;2.43
G;20150710;17;167.59;20300;14028;7.58;2.43
G;20150710;18;163.26;19950;13867;7.58;2.43
G;20150710;19;161.27;19700;13875;7.58;2.43
G;20150710;20;167.73;19675;14093;7.58;2.43
G;20150710;21;169.61;19600;14232;7.58;2.43
G;20150710;22;170.15;19625;14417;7.58;2.43
G;20150710;23;160.23;18825;13760;7.58;2.43
G;20150710;24;148.28;17425;12373;7.58;2.43
G;20150711;1;139.46;15900;11339;7.58;2.43
G;20150711;2;133.26;15100;10577;7.58;2.43
G;20150711;3;131.42;14700;10227;7.58;2.43
G;20150711;4;130.19;14425;10006;7.58;2.43
G;20150711;5;120.53;13775;9418;7.58;2.43
G;20150711;6;118.86;13625;9345;7.58;2.43
G;20150711;7;131.45;14625;10404;7.58;2.43
G;20150711;8;139.48;16150;11954;7.58;2.43
G;20150711;9;144.16;17450;13257;7.58;2.43
G;20150711;10;165.15;18350;14152;7.58;2.43
G;20150711;11;172.11;18800;14589;7.58;2.43
G;20150711;12;173.28;18925;14704;7.58;2.43
G;20150711;13;172.96;18800;14584;7.58;2.43
G;20150711;14;172.76;18600;14415;7.58;2.43
G;20150711;15;161.67;17975;13866;7.58;2.43
G;20150711;16;152.82;17675;13689;7.58;2.43
G;20150711;17;150.83;17350;13529;7.58;2.43
G;20150711;18;149.75;17100;13441;7.58;2.43
G;20150711;19;153.06;17075;13574;7.58;2.43
G;20150711;20;158.35;17000;13611;7.58;2.43
G;20150711;21;156.2;16925;13614;7.58;2.43
G;20150711;22;160.29;17025;13763;7.58;2.43
G;20150711;23;153.03;16625;13381;7.58;2.43
G;20150711;24;139.5;15475;12240;7.58;2.43
G;20150712;1;139.64;14325;11237;7.58;2.43
G;20150712;2;139.02;13525;10463;7.58;2.43
G;20150712;3;137.3;13075;10027;7.58;2.43
G;20150712;4;135.97;12750;9715;7.58;2.43
G;20150712;5;132.02;12150;9138;7.58;2.43
G;20150712;6;127.91;11850;8883;7.58;2.43
G;20150712;7;132.04;12400;9472;7.58;2.43
G;20150712;8;138.82;13425;10510;7.58;2.43
G;20150712;9;139.69;14425;11534;7.58;2.43
G;20150712;10;141.76;15400;12517;7.58;2.43
G;20150712;11;144.61;16100;13198;7.58;2.43
G;20150712;12;152.17;16325;13414;7.58;2.43
G;20150712;13;152.14;16400;13473;7.58;2.43
G;20150712;14;150.85;16275;13319;7.58;2.43
G;20150712;15;144.25;15925;12919;7.58;2.43
G;20150712;16;140.57;15475;12403;7.58;2.43
G;20150712;17;140.03;15225;12099;7.58;2.43
G;20150712;18;140.07;15225;12095;7.58;2.43
G;20150712;19;140.38;15325;12209;7.58;2.43
G;20150712;20;144.14;15525;12382;7.58;2.43
G;20150712;21;148.43;15725;12552;7.58;2.43
G;20150712;22;152.28;16200;12976;7.58;2.43
G;20150712;23;152.39;16075;12740;7.58;2.43
G;20150712;24;139.87;14850;11385;7.58;2.43
G;20150713;1;133.81;13825;10517;7.75;2.60
G;20150713;2;132.66;13300;9943;7.75;2.60
G;20150713;3;125.02;13000;9597;7.75;2.60
G;20150713;4;125.04;12850;9415;7.75;2.60
G;20150713;5;118.1;12575;9112;7.75;2.60
G;20150713;6;132.95;13125;9651;7.75;2.60
G;20150713;7;140.61;15625;12104;7.75;2.60
G;20150713;8;150.36;18025;14400;7.75;2.60
G;20150713;9;190.86;19375;15763;7.75;2.60
G;20150713;10;198.77;19950;16345;7.75;2.60
G;20150713;11;195.73;20200;16577;7.75;2.60
G;20150713;12;198.31;20500;16831;7.75;2.60
G;20150713;13;198.11;20625;16888;7.75;2.60
G;20150713;14;198.47;20650;16853;7.75;2.60
G;20150713;15;190.63;20275;16413;7.75;2.60
G;20150713;16;173.99;20075;16210;7.75;2.60
G;20150713;17;170.68;19725;15903;7.75;2.60
G;20150713;18;171.5;19450;15752;7.75;2.60
G;20150713;19;170.94;19300;15758;7.75;2.60
G;20150713;20;173.99;19400;15953;7.75;2.60
G;20150713;21;173.17;19350;15948;7.75;2.60
G;20150713;22;173.97;19375;15963;7.75;2.60
G;20150713;23;162.59;18400;14980;7.75;2.60
G;20150713;24;148.28;16925;13457;7.75;2.60
G;20150714;1;137.98;15775;12057;7.7;2.62
G;20150714;2;134.81;15150;11437;7.7;2.62
G;20150714;3;133.99;14775;11082;7.7;2.62
G;20150714;4;133.25;14675;10999;7.7;2.62
G;20150714;5;130.72;14275;10634;7.7;2.62
G;20150714;6;134.28;14600;11030;7.7;2.62
G;20150714;7;149.21;16750;13225;7.7;2.62
G;20150714;8;164.49;18900;15352;7.7;2.62
G;20150714;9;180.09;20050;16494;7.7;2.62
G;20150714;10;200.5;20525;16925;7.7;2.62
G;20150714;11;196.26;20650;16991;7.7;2.62
G;20150714;12;200.91;20975;17264;7.7;2.62
G;20150714;13;199.9;21075;17324;7.7;2.62
G;20150714;14;199.5;21000;17210;7.7;2.62
G;20150714;15;182.03;20675;16853;7.7;2.62
G;20150714;16;177.31;20425;16597;7.7;2.62
G;20150714;17;172.9;20025;16256;7.7;2.62
G;20150714;18;171.64;19575;15903;7.7;2.62
G;20150714;19;170;19425;15883;7.7;2.62
G;20150714;20;174.04;19550;16090;7.7;2.62
G;20150714;21;177.31;19525;16108;7.7;2.62
G;20150714;22;177.39;19450;16022;7.7;2.62
G;20150714;23;170.51;18600;15169;7.7;2.62
G;20150714;24;151.29;17125;13659;7.7;2.62
G;20150715;1;150.63;15950;12504;7.75;2.67
G;20150715;2;140.89;15200;11716;7.75;2.67
G;20150715;3;140;14775;11258;7.75;2.67
G;20150715;4;139.76;14675;11132;7.75;2.67
G;20150715;5;137;14200;10661;7.75;2.67
G;20150715;6;139.72;14500;11002;7.75;2.67
G;20150715;7;150.83;16650;13164;7.75;2.67
G;20150715;8;165.31;18825;15258;7.75;2.67
G;20150715;9;201.6;20050;16406;7.75;2.67
G;20150715;10;204.58;20600;16830;7.75;2.67
G;20150715;11;204.37;20750;16815;7.75;2.67
G;20150715;12;204.64;21100;17028;7.75;2.67
G;20150715;13;205.9;21200;17033;7.75;2.67
G;20150715;14;202.5;21125;16871;7.75;2.67
G;20150715;15;182.73;20825;16480;7.75;2.67
G;20150715;16;177.99;20600;16202;7.75;2.67
G;20150715;17;172.91;20200;15846;7.75;2.67
G;20150715;18;178.47;19850;15637;7.75;2.67
G;20150715;19;175.07;19550;15549;7.75;2.67
G;20150715;20;179;19600;15778;7.75;2.67
G;20150715;21;185.18;19600;15904;7.75;2.67
G;20150715;22;187.36;19550;15918;7.75;2.67
G;20150715;23;173.52;18775;15220;7.75;2.67
G;20150715;24;153.99;17250;13733;7.75;2.67
G;20150716;1;151.08;15875;12293;7.64;2.66
G;20150716;2;144.48;15175;11597;7.64;2.66
G;20150716;3;140.57;14825;11236;7.64;2.66
G;20150716;4;140.17;14750;11155;7.64;2.66
G;20150716;5;136;14375;10803;7.64;2.66
G;20150716;6;140.26;14600;11084;7.64;2.66
G;20150716;7;152.96;16650;13159;7.64;2.66
G;20150716;8;167.93;18800;15249;7.64;2.66
G;20150716;9;200.08;19975;16345;7.64;2.66
G;20150716;10;207.14;20675;16933;7.64;2.66
G;20150716;11;205.13;20925;17043;7.64;2.66
G;20150716;12;209.74;21300;17339;7.64;2.66
G;20150716;13;212.21;21475;17523;7.64;2.66
G;20150716;14;208.27;21400;17488;7.64;2.66
G;20150716;15;201.28;21000;17120;7.64;2.66
G;20150716;16;197.66;20800;16972;7.64;2.66
G;20150716;17;195.63;20500;16758;7.64;2.66
G;20150716;18;183.15;20100;16455;7.64;2.66
G;20150716;19;179.38;19825;16290;7.64;2.66
G;20150716;20;182.12;19775;16305;7.64;2.66
G;20150716;21;188.02;19725;16296;7.64;2.66
G;20150716;22;188.89;19875;16452;7.64;2.66
G;20150716;23;165.34;18975;15603;7.64;2.66
G;20150716;24;153.2;17400;14044;7.64;2.66
G;20150717;1;150.97;16075;12848;7.7;2.65
G;20150717;2;140.08;15325;12103;7.7;2.65
G;20150717;3;135.49;14950;11727;7.7;2.65
G;20150717;4;135.49;14750;11539;7.7;2.65
G;20150717;5;134.33;14425;11226;7.7;2.65
G;20150717;6;135.5;14700;11537;7.7;2.65
G;20150717;7;151.11;16800;13628;7.7;2.65
G;20150717;8;171.95;18925;15695;7.7;2.65
G;20150717;9;206.41;20200;16936;7.7;2.65
G;20150717;10;210.89;20800;17510;7.7;2.65
G;20150717;11;213.23;21125;17787;7.7;2.65
G;20150717;12;218;21450;18055;7.7;2.65
G;20150717;13;218.01;21625;18172;7.7;2.65
G;20150717;14;218.53;21550;18034;7.7;2.65
G;20150717;15;213.67;21200;17660;7.7;2.65
G;20150717;16;211.42;21050;17475;7.7;2.65
G;20150717;17;203.66;20675;17143;7.7;2.65
G;20150717;18;186.96;20225;16723;7.7;2.65
G;20150717;19;182.19;20000;16512;7.7;2.65
G;20150717;20;182.34;20000;16453;7.7;2.65
G;20150717;21;182.36;19800;16149;7.7;2.65
G;20150717;22;182.24;19775;15956;7.7;2.65
G;20150717;23;168.12;19100;15187;7.7;2.65
G;20150717;24;150.57;17625;13631;7.7;2.65
G;20150718;1;142.23;15900;12136;7.7;2.65
G;20150718;2;135;15150;11383;7.7;2.65
